Район,Наслег,ОКТМО,Бассейн рек,Населенный пункт,Год,Месяц,День,в % от нормы,Unnamed: 9,"Кол-во ошибок ""#н/д""",0
Жиганский национальный эвенкийский муниципальный район,Жиганский эвенкийский национальный наслег,98622410101,р.Лена,Жиганск,2022,3,10,165,,,
Жиганский национальный эвенкийский муниципальный район,,98622405101,р.Лена,Бестяхская з/ф,2022,3,10,120,,,
Жиганский национальный эвенкийский муниципальный район,Джарджан,98622410101,р.Лена,Джарджан,2022,3,10,165,,,
Булунский муниципальный район,Булунский национальный (эвенкийский) наслег,98612412101,р.Лена,Кюсюр,2022,3,10,100,,,
Алданский муниципальный район,город Томмот,98603105111,р.Амга,Буяга,2022,3,10,70,,,
Амгинский муниципальный район,Амгино-Нахаринский наслег,98608429111,р.Амга,Тегюльтя,2022,3,10,100,,,
Амгинский муниципальный район,Амгинский наслег,98608432101,р.Амга,Амга,2022,3,10,80,,,
Алданский муниципальный район,Нагорный,98603105106,р.Алдан,Нагорный,2022,3,10,165,,,
Нерюнгринский муниципальный район,поселок Чульман,98660165051,р.Алдан,Чульман,2022,3,10,100,,,
Алданский муниципальный район,,98603101111,р.Алдан,Канку,2022,3,10,100,,,
Момский муниципальный район,Момский национальный наслег,98633423106,р.Алдан,Суон-Тит,2022,3,10,100,,,
Алданский муниципальный район,город Томмот,98603105001,р.Алдан,Томмот,2022,3,10,100,,,
Алданский муниципальный район,Угино,98603105001,р.Алдан,Угино,2022,3,10,70,,,
Олекминский муниципальный район,Жарханский национальный наслег,98641420101,р.Алдан,Токо,2022,3,10,70,,,
Алданский муниципальный район,Чюльбю,98603460101,р.Алдан,Чюльбю,2022,3,10,70,,,
Алданский муниципальный район,,98603460101,р.Алдан,Учур,2022,3,10,70,,,
Усть-Майский муниципальный район,село Усть-Миль,98654415101,р.Алдан,Усть-Миль,2022,3,10,80,,,
Усть-Майский муниципальный район,поселок Усть-Мая,98654151106,р.Алдан,Усть-Юдома,2022,3,10,70,,,
Усть-Майский муниципальный район,поселок Югоренок,98654166051,р.Алдан,Югаренок,2022,3,10,100,,,
Усть-Майский муниципальный район,поселок Усть-Мая,98654151051,р.Алдан,Усть-Мая,2022,3,10,100,,,
Томпонский муниципальный район,Охот-Перевозовский наслег,98650425101,р.Алдан,Охотский Перевоз,2022,3,10,100,,,
Томпонский муниципальный район,Теплоключевской наслег,98650433101,р.Алдан,Теплый Ключ,2022,3,10,165,,,
Томпонский муниципальный район,Баягантайский наслег,98650405101,р.Алдан,Крест-Хальджай,2022,3,10,165,,,
Томпонский муниципальный район,Томпо,98650435101,р.Алдан,Томпо,2022,3,10,100,,,
Чурапчинский муниципальный район,Чурапчинский наслег,98658470101,р.Алдан,Чурапча,2022,3,10,120,,,
Усть-Алданский муниципальный район,,98652475101,р.Алдан,Верхоянский Перевоз,2022,3,10,165,,,
