oktmo,region,municipality,settlement,type,Геоточка,latitude_dms,longitude_dms,latitude_dd,longitude_dd
98654420101,Республика Саха (Якутия),Усть-Майский,Петропавловск,с,"[60.3691666666667,134.458333333333]",60.22.09,134.27.30,60.3691666666667,134.458333333333
98654158051,Республика Саха (Якутия),Усть-Майский,Солнечный,п,"[60.3022222222222,137.556944444444]",60.18.08,137.33.25,60.3022222222222,137.556944444444
98654420106,Республика Саха (Якутия),Усть-Майский,Троицк,с,"[60.3416666666667,134.457777777778]",60.20.30,134.27.28,60.3416666666667,134.457777777778
98654410106,Республика Саха (Якутия),Усть-Майский,Тумул,с,"[60.9658333333333,135.281111111111]",60.57.57,135.16.52,60.9658333333333,135.281111111111
98654151051,Республика Саха (Якутия),Усть-Майский,Усть-Мая,п,"[60.4152777777778,134.543055555556]",60.24.55,134.32.35,60.4152777777778,134.543055555556
98654415000,Республика Саха (Якутия),Усть-Майский,Усть-Миль,с,"[59.64,133.110277777778]",59.38.24,133.06.37,59.64,133.110277777778
98654158106,Республика Саха (Якутия),Усть-Майский,Усть-Ыныкчан,с,"[60.2647222222222,137.506111111111]",60.15.53,137.30.22,60.2647222222222,137.506111111111
98654151106,Республика Саха (Якутия),Усть-Майский,Усть-Юдома,с,"[59.1591666666667,135.175277777778]",59.09.33,135.10.31,59.1591666666667,135.175277777778
98654425101,Республика Саха (Якутия),Усть-Майский,Эжанцы,с,"[60.4794444444444,135.168055555556]",60.28.46,135.10.05,60.4794444444444,135.168055555556
98654164051,Республика Саха (Якутия),Усть-Майский,Эльдикан,п,"[60.775,135.148611111111]",60.46.30,135.08.55,60.775,135.148611111111
98654166,Республика Саха (Якутия),Усть-Майский,Югоренок,п,"[59.7544444444444,137.693055555556]",59.45.16,137.41.35,59.7544444444444,137.693055555556
98656151051,Республика Саха (Якутия),Усть-Янский,Депутатский,пгт,"[69.3408333333333,139.950555555556]",69.20.27,139.57.02,69.3408333333333,139.950555555556
98656405101,Республика Саха (Якутия),Усть-Янский,Казачье,с,"[70.7444444444444,136.208055555556]",70.44.40,136.12.29,70.7444444444444,136.208055555556
98656159051,Республика Саха (Якутия),Усть-Янский,Нижнеянск,п,"[71.4405555555556,136.146944444444]",71.26.26,136.08.49,71.4405555555556,136.146944444444
98656415101,Республика Саха (Якутия),Усть-Янский,Сайылык,с,"[68.9644444444444,138.412222222222]",68.57.52,138.24.44,68.9644444444444,138.412222222222
98656420101,Республика Саха (Якутия),Усть-Янский,Тумат,с,"[70.7222222222222,139.226111111111]",70.43.20,139.13.34,70.7222222222222,139.226111111111
98656165051,Республика Саха (Якутия),Усть-Янский,Усть-Куйга,п,"[70.0025,135.544722222222]",70.00.09,135.32.41,70.0025,135.544722222222
98656425101,Республика Саха (Якутия),Усть-Янский,Усть-Янск,с,"[70.9133333333333,136.449722222222]",70.54.48,136.26.59,70.9133333333333,136.449722222222
98656427,Республика Саха (Якутия),Усть-Янский,Уяндино,с,"[69.32,140.93]",69.19.12,140.55.48,69.32,140.93
98656410101,Республика Саха (Якутия),Усть-Янский,Хайыр,с,"[70.8130555555556,133.498055555556]",70.48.47,133.29.53,70.8130555555556,133.498055555556
98656435101,Республика Саха (Якутия),Усть-Янский,Юкагир,с,"[71.7747222222222,139.846666666667]",71.46.29,139.50.48,71.7747222222222,139.846666666667
98644403101,Республика Саха (Якутия),Хангаласский,Бестях,с,"[61.365,128.861944444444]",61.21.54,128.51.43,61.365,128.861944444444
98644423101,Республика Саха (Якутия),Хангаласский,Булгунняхтах,с,"[61.2997222222222,128.665277777778]",61.17.59,128.39.55,61.2997222222222,128.665277777778
98644427101,Республика Саха (Якутия),Хангаласский,Едей,с,"[61.1047222222222,126.370555555556]",61.06.17,126.22.14,61.1047222222222,126.370555555556
98644425106,Республика Саха (Якутия),Хангаласский,Еланка,с,"[61.2697222222222,128.11]",61.16.11,128.06.36,61.2697222222222,128.11
98644412101,Республика Саха (Якутия),Хангаласский,Исит,с,"[60.8122222222222,125.328333333333]",60.48.44,125.19.42,60.8122222222222,125.328333333333
98644447106,Республика Саха (Якутия),Хангаласский,Карапатское,с,"[61.6888888888889,129.463888888889]",61.41.20,129.27.50,61.6888888888889,129.463888888889
98644418101,Республика Саха (Якутия),Хангаласский,Качикатцы,с,"[61.3191666666667,128.955]",61.19.09,128.57.18,61.3191666666667,128.955
98644407101,Республика Саха (Якутия),Хангаласский,Кердем,с,"[61.4313888888889,129.195555555556]",61.25.53,129.11.44,61.4313888888889,129.195555555556
98644418106,Республика Саха (Якутия),Хангаласский,Кысыл-Юрюйя,с,"[61.3611111111111,129.025277777778]",61.21.40,129.01.31,61.3611111111111,129.025277777778
98644423106,Республика Саха (Якутия),Хангаласский,Кытаанах-Кырдал,с,"[61.24,128.386666666667]",61.14.24,128.23.12,61.24,128.386666666667
98644428101,Республика Саха (Якутия),Хангаласский,Кытыл-Дюра,с,"[60.9686111111111,125.923888888889]",60.58.07,125.55.26,60.9686111111111,125.923888888889
98644157,Республика Саха (Якутия),Хангаласский,Мохсоголлох,п,"[61.3969444444444,128.943611111111]",61.23.49,128.56.37,61.3969444444444,128.943611111111
98644412106,Республика Саха (Якутия),Хангаласский,Нохорой,с,"[60.8177777777778,125.379444444444]",60.49.04,125.22.46,60.8177777777778,125.379444444444
98644407106,Республика Саха (Якутия),Хангаласский,Нуочаха,с,"[61.3033333333333,129.568333333333]",61.18.12,129.34.06,61.3033333333333,129.568333333333
98644435101,Республика Саха (Якутия),Хангаласский,Ой,с,"[61.5405555555556,129.183888888889]",61.32.26,129.11.02,61.5405555555556,129.183888888889
98644440101,Республика Саха (Якутия),Хангаласский,Октемцы,с,"[61.6658333333333,129.415277777778]",61.39.57,129.24.55,61.6658333333333,129.415277777778
98644101001,Республика Саха (Якутия),Хангаласский,Покровск,г,"[61.4838888888889,129.150555555556]",61.29.02,129.09.02,61.4838888888889,129.150555555556
98644445101,Республика Саха (Якутия),Хангаласский,Синск,с,"[61.1319444444444,126.839722222222]",61.07.55,126.50.23,61.1319444444444,126.839722222222
98644447101,Республика Саха (Якутия),Хангаласский,Техтюр,с,"[61.7113888888889,129.467777777778]",61.42.41,129.28.04,61.7113888888889,129.467777777778
98644450101,Республика Саха (Якутия),Хангаласский,Тит-Ары,с,"[61.2247222222222,127.730555555556]",61.13.29,127.43.50,61.2247222222222,127.730555555556
98644406101,Республика Саха (Якутия),Хангаласский,Тит-Эбя,с,"[61.4844444444444,129.318333333333]",61.29.04,129.19.06,61.4844444444444,129.318333333333
98644453101,Республика Саха (Якутия),Хангаласский,Тумул,с,"[61.1808333333333,127.535833333333]",61.10.51,127.32.09,61.1808333333333,127.535833333333
98644409101,Республика Саха (Якутия),Хангаласский,Улах-Ан,с,"[61.6144444444444,129.227777777778]",61.36.52,129.13.40,61.6144444444444,129.227777777778
98644425101,Республика Саха (Якутия),Хангаласский,Улахан-Ан,с,"[61.3011111111111,128.258611111111]",61.18.04,128.15.31,61.3011111111111,128.258611111111
98644450106,Республика Саха (Якутия),Хангаласский,Харыялах,с,"[61.2172222222222,127.915833333333]",61.13.02,127.54.57,61.2172222222222,127.915833333333
98644406106,Республика Саха (Якутия),Хангаласский,Хоточчу,с,"[61.5344444444444,129.408611111111]",61.32.04,129.24.31,61.5344444444444,129.408611111111
98644440106,Республика Саха (Якутия),Хангаласский,Чапаево,с,"[61.6555555555556,129.387222222222]",61.39.20,129.23.14,61.6555555555556,129.387222222222
98644403106,Республика Саха (Якутия),Хангаласский,Чаранг,с,"[61.4252777777778,128.779166666667]",61.25.31,128.46.45,61.4252777777778,128.779166666667
98644450111,Республика Саха (Якутия),Хангаласский,Чкалов,с,"[61.1930555555556,127.753055555556]",61.11.35,127.45.11,61.1930555555556,127.753055555556
98658423101,Республика Саха (Якутия),Чурапчинский,Арылах,с,"[62.3652777777778,132.610277777778]",62.21.55,132.36.37,62.3652777777778,132.610277777778
98658440106,Республика Саха (Якутия),Чурапчинский,Беря,с,"[62.1772222222222,132.02]",62.10.38,132.01.12,62.1772222222222,132.02
98658430111,Республика Саха (Якутия),Чурапчинский,Василий Аласа,с,"[61.79,132.566388888889]",61.47.24,132.33.59,61.79,132.566388888889
98658460101,Республика Саха (Якутия),Чурапчинский,Диринг,с,"[61.8455555555556,132.123055555556]",61.50.44,132.07.23,61.8455555555556,132.123055555556
98658430101,Республика Саха (Якутия),Чурапчинский,Дябыла,с,"[61.9022222222222,132.354444444444]",61.54.08,132.21.16,61.9022222222222,132.354444444444
98658440121,Республика Саха (Якутия),Чурапчинский,Дярла,с,"[62.0547222222222,132.414722222222]",62.03.17,132.24.53,62.0547222222222,132.414722222222
98658420101,Республика Саха (Якутия),Чурапчинский,Килянки,с,"[62.2586111111111,132.363055555556]",62.15.31,132.21.47,62.2586111111111,132.363055555556
98658410106,Республика Саха (Якутия),Чурапчинский,Кындал,с,"[62.1302777777778,132.741666666667]",62.07.49,132.44.30,62.1302777777778,132.741666666667
98658415106,Республика Саха (Якутия),Чурапчинский,Кыстык-Кугда,с,"[61.6122222222222,133.180277777778]",61.36.44,133.10.49,61.6122222222222,133.180277777778
98658407106,Республика Саха (Якутия),Чурапчинский,Лебия,с,"[62.3091666666667,131.435833333333]",62.18.33,131.26.09,62.3091666666667,131.435833333333
98658425101,Республика Саха (Якутия),Чурапчинский,Маралайы,с,"[61.9825,131.922222222222]",61.58.57,131.55.20,61.9825,131.922222222222
98658415101,Республика Саха (Якутия),Чурапчинский,Мындагай,с,"[61.6433333333333,133.200555555556]",61.38.36,133.12.02,61.6433333333333,133.200555555556
98658435101,Республика Саха (Якутия),Чурапчинский,Мырыла,с,"[61.8338888888889,133.640277777778]",61.50.02,133.38.25,61.8338888888889,133.640277777778
98658442106,Республика Саха (Якутия),Чурапчинский,Мяндийе,с,"[61.9383333333333,132.121388888889]",61.56.18,132.07.17,61.9383333333333,132.121388888889
98658440116,Республика Саха (Якутия),Чурапчинский,Огусур,с,"[62.1386111111111,132.431666666667]",62.08.19,132.25.54,62.1386111111111,132.431666666667
98658442101,Республика Саха (Якутия),Чурапчинский,Телей-Диринг,с,"[61.985,132.165]",61.59.06,132.09.54,61.985,132.165
98658407101,Республика Саха (Якутия),Чурапчинский,Толон,с,"[61.6588888888889,132.082222222222]",61.39.32,132.04.56,61.6588888888889,132.082222222222
98658455101,Республика Саха (Якутия),Чурапчинский,Туора-Кюель,с,"[61.7272222222222,131.943055555556]",61.43.38,131.56.35,61.7272222222222,131.943055555556
98658440111,Республика Саха (Якутия),Чурапчинский,Улахан-Кюель,с,"[62.2613888888889,132.1375]",62.15.41,132.08.15,62.2613888888889,132.1375
98658460106,Республика Саха (Якутия),Чурапчинский,Улахан-Эбя,с,"[61.8877777777778,131.661111111111]",61.53.16,131.39.40,61.8877777777778,131.661111111111
98658445106,Республика Саха (Якутия),Чурапчинский,Уорга,с,"[61.7486111111111,132.298055555556]",61.44.55,132.17.53,61.7486111111111,132.298055555556
98658440101,Республика Саха (Якутия),Чурапчинский,Усун-Кюель,с,"[62.1652777777778,132.175833333333]",62.09.55,132.10.33,62.1652777777778,132.175833333333
98658450101,Республика Саха (Якутия),Чурапчинский,Харбала 1-я,с,"[61.9897222222222,132.575555555556]",61.59.23,132.34.32,61.9897222222222,132.575555555556
98658410101,Республика Саха (Якутия),Чурапчинский,Харбала 2-я,с,"[62.0394444444444,132.745833333333]",62.02.22,132.44.45,62.0394444444444,132.745833333333
98658435106,Республика Саха (Якутия),Чурапчинский,Хахыях,с,"[61.7405555555556,133.6625]",61.44.26,133.39.45,61.7405555555556,133.6625
98658470101,Республика Саха (Якутия),Чурапчинский,Чурапча,с,"[61.9983333333333,132.4275]",61.59.54,132.25.39,61.9983333333333,132.4275
98658402101,Республика Саха (Якутия),Чурапчинский,Чыаппара,с,"[62.1844444444444,131.412222222222]",62.11.04,131.24.44,62.1844444444444,131.412222222222
98658445101,Республика Саха (Якутия),Чурапчинский,Юрюнг-Кюель,с,"[61.7580555555556,132.009722222222]",61.45.29,132.00.35,61.7580555555556,132.009722222222
98658430106,Республика Саха (Якутия),Чурапчинский,Юрях-Кюере,с,"[61.8147222222222,132.405833333333]",61.48.53,132.24.21,61.8147222222222,132.405833333333
98659415106,Республика Саха (Якутия),Эвено-Бытантайский национальный,Алы,с,"[68.4186111111111,132.393333333333]",68.25.07,132.23.36,68.4186111111111,132.393333333333
98659420101,Республика Саха (Якутия),Эвено-Бытантайский национальный,Батагай-Алыта,с,"[67.7983333333333,130.401388888889]",67.47.54,130.24.05,67.7983333333333,130.401388888889
98659405101,Республика Саха (Якутия),Эвено-Бытантайский национальный,Джаргалах,с,"[67.2727777777778,130.545]",67.16.22,130.32.42,67.2727777777778,130.545
98659415101,Республика Саха (Якутия),Эвено-Бытантайский национальный,Кустур,с,"[68.1719444444444,131.676666666667]",68.10.19,131.40.36,68.1719444444444,131.676666666667
